Date,Open,Close
2015-09-14,9014.46,8951.2
2015-09-15,8886.29,8846.62
2015-09-16,8831.17,8834.54
2015-09-17,8838.66,8826.73
2015-09-18,8867.57,8782.23
2015-09-21,8761.95,8693.29
2015-09-22,8705.84,8728.89
2015-09-23,8771.76,8878.8
2015-09-24,8846.4,8866.11
2015-09-25,8883.61,8788.8
2015-09-28,8788.37,8727.4
2015-09-29,8787.23,8793.25
2015-09-30,8745.07,8757.72
2015-10-01,8785.15,8842.47
2015-10-02,8850.94,8720.07
2015-10-05,8735.0,8805.1
2015-10-06,8825.6,8799.06
2015-10-07,8786.61,8764.73
2015-10-08,8730.47,8739.57
2015-10-09,8794.98,8917.5
2015-10-12,8924.03,8933.64
2015-10-13,8921.28,8887.06
2015-10-14,8901.52,8989.91
2015-10-15,8983.06,9040.18
2015-10-16,9053.2,9104.96
2015-10-19,9076.73,9116.39
2015-10-20,9069.63,9172.4
2015-10-21,9173.23,9325.83
2015-10-22,9306.22,9221.64
2015-10-23,9188.02,9055.09
2015-10-26,9057.57,8915.38
2015-10-27,8897.3,8899.42
2015-10-28,8863.51,8865.74
2015-10-29,8896.86,8823.53
2015-10-30,8782.17,8689.69
2015-11-02,8687.52,8688.44
2015-11-03,8706.58,8699.45
2015-11-04,8730.81,8699.13
2015-11-05,8742.76,8780.74
2015-11-06,8804.59,8771.83
2015-11-09,8724.65,8795.57
2015-11-10,8814.11,8748.89
2015-11-11,8743.67,8768.48
2015-11-12,8808.14,8890.57
2015-11-13,8868.5,8826.88
2015-11-16,8765.73,8777.7
2015-11-17,8747.9,8818.27
2015-11-18,8823.9,8832.21
2015-11-19,8767.41,8842.66
2015-11-20,8836.45,8840.36
2015-11-23,8800.34,8766.02
2015-11-24,8755.45,8775.01
2015-11-25,8816.26,8884.34
2015-11-26,8894.62,8868.76
2015-11-27,8840.6,8886.3
2015-11-30,8925.09,8999.72
2015-12-01,9040.32,9117.1
2015-12-02,9127.81,9117.55
2015-12-03,9118.74,9099.63
2015-12-04,9088.82,9071.59
2015-12-07,9078.9,9048.03
2015-12-08,9069.74,9018.17
2015-12-09,9076.75,8994.26
2015-12-10,9040.12,9072.7
2015-12-11,9053.15,9071.06
2015-12-14,9079.13,8781.02
2015-12-15,8748.29,8693.94
2015-12-16,8739.07,8764.11
2015-12-17,8718.55,8728.32
2015-12-18,8647.37,8656.95
2015-12-21,8667.95,8693.89
2015-12-22,8713.01,8674.7
2015-12-23,8639.93,8666.55
2015-12-24,8723.55,8733.27
2015-12-25,8716.58,8631.35
2015-12-28,8599.9,8700.77
2015-12-29,8747.55,8785.46
2015-12-30,8786.16,8851.42
2015-12-31,8860.76,8787.35
2016-01-01,8712.25,8629.52
2016-01-04,8666.91,8766.43
2016-01-05,8795.5,8778.03
2016-01-06,8770.75,8795.26
2016-01-07,8731.78,8708.36
2016-01-08,8702.28,8828.5
2016-01-11,8826.66,8789.13
2016-01-12,8823.98,8771.67
2016-01-13,8806.33,8737.24
2016-01-14,8798.76,8818.63
2016-01-15,8808.07,8910.45
2016-01-18,8902.55,8960.88
2016-01-19,8915.9,8814.61
2016-01-20,8841.64,8901.75
2016-01-21,8900.12,8937.11
2016-01-22,8900.08,8829.68
2016-01-25,8838.0,8836.66
2016-01-26,8813.33,8897.88
2016-01-27,8848.48,8978.88
2016-01-28,9021.8,9030.33
2016-01-29,9075.2,9026.13
2016-02-01,9008.12,9151.86
2016-02-02,9169.25,9195.78
2016-02-03,9223.48,9248.94
2016-02-04,9221.33,9310.61
2016-02-05,9275.72,9279.55
2016-02-08,9289.42,9324.78
2016-02-09,9324.38,9313.83
2016-02-10,9276.1,9287.5
2016-02-11,9235.31,9188.63
2016-02-12,9159.33,9173.46
2016-02-15,9162.42,9187.88
2016-02-16,9247.96,9219.74
2016-02-17,9270.03,9185.62
2016-02-18,9197.77,9094.59
2016-02-19,9126.31,9076.49
2016-02-22,9130.46,9128.65
2016-02-23,9160.76,9201.07
2016-02-24,9222.22,9294.57
2016-02-25,9330.66,9339.91
2016-02-26,9320.74,9344.32
2016-02-29,9391.05,9363.94
2016-03-01,9267.28,9213.09
2016-03-02,9213.06,9257.67
2016-03-03,9276.66,9288.81
2016-03-04,9316.59,9413.94
2016-03-07,9422.78,9397.4
2016-03-08,9502.63,9397.33
2016-03-09,9382.91,9494.58
2016-03-10,9553.85,9404.65
2016-03-11,9413.73,9343.61
2016-03-14,9329.4,9290.64
2016-03-15,9303.95,9477.51
2016-03-16,9510.87,9376.56
2016-03-17,9390.97,9372.68
2016-03-18,9385.96,9374.46
2016-03-21,9370.1,9432.8
2016-03-22,9476.64,9401.96
2016-03-23,9519.99,9620.97
2016-03-24,9670.11,9568.5
2016-03-25,9531.35,9551.18
2016-03-28,9601.87,9528.55
2016-03-29,9545.92,9699.62
2016-03-30,9613.79,9583.03
2016-03-31,9638.02,9546.09
2016-04-01,9511.02,9565.87
2016-04-04,9562.21,9595.2
2016-04-05,9654.72,9686.83
2016-04-06,9711.65,9722.54
2016-04-07,9728.69,9635.07
2016-04-08,9655.72,9647.14
2016-04-11,9679.03,9652.6
2016-04-12,9599.45,9492.95
2016-04-13,9514.19,9638.9
2016-04-14,9612.48,9538.28
2016-04-15,9503.34,9582.2
2016-04-18,9570.66,9470.13
2016-04-19,9459.75,9584.28
2016-04-20,9550.01,9597.21
2016-04-21,9612.04,9572.53
2016-04-22,9636.85,9584.93
2016-04-25,9576.39,9665.23
2016-04-26,9711.66,9659.78
2016-04-27,9576.78,9493.13
2016-04-28,9497.75,9522.41
2016-04-29,9532.43,9476.92
2016-05-02,9495.51,9501.13
2016-05-03,9522.51,9668.95
2016-05-04,9656.35,9493.33
2016-05-05,9455.66,9574.33
2016-05-06,9578.96,9582.03
2016-05-09,9597.72,9606.89
2016-05-10,9568.39,9475.29
2016-05-11,9411.3,9458.64
2016-05-12,9508.99,9456.08
2016-05-13,9427.84,9492.1
2016-05-16,9515.89,9464.93
2016-05-17,9518.5,9566.88
2016-05-18,9544.98,9528.88
2016-05-19,9504.16,9641.04
2016-05-20,9610.4,9188.37
2016-05-23,9170.22,9150.16
2016-05-24,9184.46,9263.43
2016-05-25,9261.04,9046.92
2016-05-26,9041.58,8997.41
2016-05-27,8964.26,8930.11
2016-05-30,8946.51,8874.17
2016-05-31,8924.15,8844.44
2016-06-01,8806.49,8837.36
2016-06-02,8884.52,8958.42
2016-06-03,8946.01,8939.74
2016-06-06,8926.97,9028.79
2016-06-07,9024.99,9033.26
2016-06-08,9058.95,8977.16
2016-06-09,8967.35,9159.14
2016-06-10,9226.86,9302.53
2016-06-13,9285.65,9395.04
2016-06-14,9447.51,9333.16
2016-06-15,9338.43,9284.42
2016-06-16,9287.41,9398.63
2016-06-17,9312.58,9321.88
2016-06-20,9373.71,9253.32
2016-06-21,9313.77,9166.33
2016-06-22,9167.01,9211.24
2016-06-23,9193.5,9217.96
2016-06-24,9185.59,9271.23
2016-06-27,9258.14,9289.6
2016-06-28,9278.49,8921.19
2016-06-29,8899.36,8987.28
2016-06-30,8991.49,9050.1
2016-07-01,9090.82,9044.41
2016-07-04,9086.83,9015.11
2016-07-05,9008.9,8994.0
2016-07-06,9019.43,8994.4
2016-07-07,8954.57,8972.7
2016-07-08,9038.9,9159.35
2016-07-11,9180.33,9148.59
2016-07-12,9088.95,9013.4
2016-07-13,9052.83,9145.84
2016-07-14,9057.54,9043.08
2016-07-15,9047.89,8956.65
2016-07-18,8960.44,9065.53
2016-07-19,9016.14,8939.55
2016-07-20,8960.03,8854.81
2016-07-21,8874.4,8792.3
2016-07-22,8824.19,8874.42
2016-07-25,8911.82,8980.78
2016-07-26,8978.99,8947.72
2016-07-27,8903.67,8992.15
2016-07-28,8940.19,8989.91
2016-07-29,8967.22,8926.13
2016-08-01,8982.55,8996.54
2016-08-02,8928.14,8959.71
2016-08-03,8967.21,8862.82
2016-08-04,8808.64,8930.7
2016-08-05,8934.21,8909.79
2016-08-08,8920.78,8829.48
2016-08-09,8780.49,8684.36
2016-08-10,8707.23,8730.01
2016-08-11,8728.26,8750.14
2016-08-12,8726.56,8704.14
2016-08-15,8722.32,8639.12
2016-08-16,8634.75,8651.07
2016-08-17,8677.56,8363.08
2016-08-18,8347.57,8316.38
2016-08-19,8303.67,8340.17
2016-08-22,8334.68,8290.16
2016-08-23,8300.44,8305.12
2016-08-24,8313.84,8366.99
2016-08-25,8303.36,8291.23
2016-08-26,8277.9,8225.93
2016-08-29,8240.89,8165.62
2016-08-30,8145.33,8106.26
2016-08-31,8121.58,8150.86
2016-09-01,8136.98,8085.86
2016-09-02,8114.53,8126.19
2016-09-05,8172.46,7994.54
2016-09-06,7953.11,7908.61
2016-09-07,7996.43,7973.29
2016-09-08,7955.86,7871.97
2016-09-09,7856.62,7860.67
2016-09-12,7854.63,7801.56
2016-09-13,7782.79,7829.6
2016-09-14,7818.95,7849.48
2016-09-15,7812.5,7763.87
2016-09-16,7803.12,7739.68
2016-09-19,7711.47,7699.65
2016-09-20,7659.06,7709.08
2016-09-21,7676.07,7753.4
2016-09-22,7731.77,7712.28
2016-09-23,7747.14,7663.48
2016-09-26,7643.45,7691.19
2016-09-27,7708.84,7712.86
2016-09-28,7697.54,7753.89
2016-09-29,7786.28,7866.36
2016-09-30,7863.4,7969.55
2016-10-03,7942.47,7942.05
2016-10-04,8005.25,7894.73
2016-10-05,7905.19,7908.69
2016-10-06,7883.88,8009.93
2016-10-07,8045.95,7728.93
2016-10-10,7785.33,7853.8
2016-10-11,7818.9,7985.88
2016-10-12,7979.37,8004.65
2016-10-13,7979.88,7987.37
2016-10-14,7986.19,7922.46
2016-10-17,7918.47,7879.11
2016-10-18,7841.4,7745.55
2016-10-19,7720.24,7752.39
2016-10-20,7750.82,7756.89
2016-10-21,7767.72,7831.97
2016-10-24,7809.14,7851.9
2016-10-25,7844.55,7957.1
2016-10-26,7984.02,8034.45
2016-10-27,8023.77,7999.05
2016-10-28,8012.62,8068.95
2016-10-31,8063.88,8039.57
2016-11-01,8044.26,8075.48
2016-11-02,8068.17,7980.88
2016-11-03,7998.53,7996.67
2016-11-04,7923.46,7837.02
2016-11-07,7866.06,7907.56
2016-11-08,7938.54,8003.14
2016-11-09,8028.77,7901.17
2016-11-10,7947.56,8012.22
2016-11-11,8022.52,7879.8
2016-11-14,7910.66,7933.22
2016-11-15,7925.74,7899.23
2016-11-16,7866.75,7930.21
2016-11-17,7930.03,7901.77
2016-11-18,7917.97,8011.2
2016-11-21,8058.4,7972.0
2016-11-22,7989.18,7939.75
2016-11-23,7910.43,8025.44
2016-11-24,8037.0,8043.17
2016-11-25,8063.87,8046.36
2016-11-28,8045.59,8054.59
2016-11-29,8036.76,8069.14
2016-11-30,8136.85,8124.31
2016-12-01,8144.54,8153.41
2016-12-02,8156.05,8183.91
2016-12-05,8173.78,8212.7
2016-12-06,8235.0,8284.21
2016-12-07,8331.71,8348.1
2016-12-08,8353.21,8370.46
2016-12-09,8350.74,8337.27
2016-12-12,8359.9,8469.05
2016-12-13,8491.31,8385.5
2016-12-14,8380.64,8270.63
2016-12-15,8283.3,8256.54
2016-12-16,8259.35,8105.0
2016-12-19,8107.17,8221.26
2016-12-20,8240.85,8299.47
2016-12-21,8273.72,8113.9
2016-12-22,8139.77,8213.64
2016-12-23,8231.74,8154.98
2016-12-26,8187.84,8049.37
2016-12-27,8057.71,8086.23
2016-12-28,8096.19,8082.49
2016-12-29,8079.03,8069.55
2016-12-30,8118.73,8068.63
2017-01-02,8064.1,8148.23
2017-01-03,8150.95,8070.65
2017-01-04,8087.31,8173.89
2017-01-05,8207.66,8269.92
2017-01-06,8235.73,8253.18
2017-01-09,8204.94,8225.55
2017-01-10,8264.86,8277.92
2017-01-11,8311.91,8250.85
2017-01-12,8264.83,8327.46
2017-01-13,8351.39,8323.51
2017-01-16,8299.91,8391.24
2017-01-17,8457.66,8579.28
2017-01-18,8610.1,8641.13
2017-01-19,8654.06,8650.35
2017-01-20,8591.59,8511.08
2017-01-23,8499.64,8448.43
2017-01-24,8441.25,8491.69
2017-01-25,8517.98,8465.52
2017-01-26,8421.14,8498.94
2017-01-27,8463.15,8558.13
2017-01-30,8553.26,8504.82
2017-01-31,8544.95,8573.27
2017-02-01,8626.34,8636.83
2017-02-02,8657.47,8700.06
2017-02-03,8676.9,8689.28
2017-02-06,8648.35,8700.56
2017-02-07,8641.99,8773.25
2017-02-08,8767.31,8696.5
2017-02-09,8668.18,8830.75
2017-02-10,8848.51,8880.56
2017-02-13,8860.4,8912.46
2017-02-14,8967.22,8948.92
2017-02-15,8983.8,9134.23
2017-02-16,9141.63,9079.43
2017-02-17,9069.09,9139.09
2017-02-20,9183.94,9308.85
2017-02-21,9325.31,9347.82
2017-02-22,9390.58,9357.17
2017-02-23,9392.12,9374.65
2017-02-24,9315.42,9292.4
2017-02-27,9290.59,9337.31
2017-02-28,9349.07,9272.02
2017-03-01,9239.2,9229.67
2017-03-02,9288.13,9213.76
2017-03-03,9221.95,9209.54
2017-03-06,9275.27,9340.23
2017-03-07,9370.87,9353.07
2017-03-08,9412.88,9307.23
2017-03-09,9316.52,9393.84
2017-03-10,9409.15,9407.2
2017-03-13,9409.17,9398.35
2017-03-14,9427.61,9470.97
2017-03-15,9497.8,9499.04
2017-03-16,9507.96,9512.78
2017-03-17,9518.06,9113.0
2017-03-20,9094.9,8962.62
2017-03-21,8966.99,8981.97
2017-03-22,8973.42,8992.44
2017-03-23,8988.86,9155.22
2017-03-24,9169.5,9237.21
2017-03-27,9204.96,9106.79
2017-03-28,9085.85,9060.05
2017-03-29,9073.44,9142.67
2017-03-30,9151.48,9189.16
2017-03-31,9145.38,9231.87
2017-04-03,9164.31,9290.12
2017-04-04,9332.47,9342.24
2017-04-05,9396.69,9327.72
2017-04-06,9326.77,9307.24
2017-04-07,9343.4,9326.39
2017-04-10,9350.68,9319.56
2017-04-11,9323.01,9166.76
2017-04-12,9166.36,9102.74
2017-04-13,9154.92,9216.9
2017-04-14,9160.03,9169.08
2017-04-17,9194.23,9232.24
2017-04-18,9284.28,9296.81
2017-04-19,9247.28,9309.12
2017-04-20,9371.28,9251.35
2017-04-21,9258.27,9268.84
2017-04-24,9233.08,9323.25
2017-04-25,9305.85,9242.67
2017-04-26,9208.41,9282.01
2017-04-27,9247.36,9269.13
2017-04-28,9285.1,9231.69
2017-05-01,9247.45,9249.11
2017-05-02,9266.16,9207.88
2017-05-03,9211.02,9192.47
2017-05-04,9200.81,9220.77
2017-05-05,9212.54,9313.39
2017-05-08,9262.87,9202.32
2017-05-09,9177.97,9092.68
2017-05-10,9107.96,9153.68
2017-05-11,9083.05,8962.66
2017-05-12,8987.43,8956.19
2017-05-15,8934.93,8899.89
2017-05-16,8907.45,8943.62
2017-05-17,8954.43,9012.75
2017-05-18,8997.67,8984.1
2017-05-19,8947.07,8977.69
2017-05-22,9006.13,8939.87
2017-05-23,8959.01,8922.67
2017-05-24,8924.14,8888.89
2017-05-25,8914.11,8865.01
2017-05-26,8886.92,8789.79
2017-05-29,8758.39,8748.08
2017-05-30,8742.13,8834.69
2017-05-31,8868.89,8849.98
2017-06-01,8909.88,8829.3
2017-06-02,8769.72,8819.18
2017-06-05,8800.88,8772.42
2017-06-06,8767.18,8664.59
2017-06-07,8742.45,8725.5
2017-06-08,8696.86,8566.4
2017-06-09,8525.25,8506.11
2017-06-12,8541.15,8578.67
2017-06-13,8522.25,8465.72
2017-06-14,8414.16,8412.0
2017-06-15,8365.16,8275.05
2017-06-16,8237.21,7916.92
2017-06-19,7913.34,7892.15
2017-06-20,7911.22,7950.27
2017-06-21,8029.54,7988.49
2017-06-22,7994.46,8015.89
2017-06-23,8029.67,8051.08
2017-06-26,8042.78,8063.58
2017-06-27,8006.9,8024.93
2017-06-28,8023.0,7971.06
2017-06-29,8021.53,8068.76
2017-06-30,8095.81,8164.68
2017-07-03,8221.25,8242.0
2017-07-04,8186.65,8227.13
2017-07-05,8261.7,8182.55
2017-07-06,8212.76,8223.26
2017-07-07,8262.91,8243.96
2017-07-10,8301.56,8228.66
2017-07-11,8246.18,7899.72
2017-07-12,7915.99,7802.77
2017-07-13,7818.14,7720.52
2017-07-14,7779.66,7853.26
2017-07-17,7853.77,7846.27
2017-07-18,7880.37,7723.39
2017-07-19,7713.44,7763.33
2017-07-20,7716.25,7751.09
2017-07-21,7772.93,7697.63
2017-07-24,7652.88,7630.65
2017-07-25,7629.69,7701.79
2017-07-26,7656.1,7637.97
2017-07-27,7692.39,7677.93
2017-07-28,7747.77,7792.39
2017-07-31,7823.0,7869.56
2017-08-01,7866.13,7815.21
2017-08-02,7827.88,7853.01
2017-08-03,7858.67,7817.28
2017-08-04,7820.9,7886.21
2017-08-07,7889.1,8037.43
2017-08-08,8054.54,8108.99
2017-08-09,8073.23,8087.11
2017-08-10,8074.14,8051.07
2017-08-11,8114.08,8107.15
2017-08-14,8094.48,8079.86
2017-08-15,8050.0,8080.98
2017-08-16,8085.45,8085.74
2017-08-17,8151.13,8055.82
2017-08-18,8044.17,8018.22
2017-08-21,8019.53,8011.46
2017-08-22,8041.82,8110.78
2017-08-23,8124.84,8149.28
2017-08-24,8118.69,8231.69
2017-08-25,8281.66,8276.72
2017-08-28,8277.42,8233.33
2017-08-29,8235.08,8283.28
2017-08-30,8314.95,8282.89
2017-08-31,8270.8,8191.12
2017-09-01,8219.45,8377.48
2017-09-04,8428.22,8508.33
2017-09-05,8529.74,8331.48
2017-09-06,8331.07,8273.55
2017-09-07,8266.7,8179.33
2017-09-08,8192.09,8246.78
2017-09-11,8247.9,8368.56
2017-09-12,8378.76,8322.67
2017-09-13,8371.61,8296.94
2017-09-14,8259.95,8259.38
2017-09-15,8233.93,8318.46
2017-09-18,8334.12,8355.19
2017-09-19,8340.26,8358.85
2017-09-20,8326.28,8299.6
2017-09-21,8259.56,8273.51
2017-09-22,8266.58,8283.52
2017-09-25,8251.5,8251.13
2017-09-26,8264.77,8275.77
2017-09-27,8289.11,8367.01
2017-09-28,8354.82,8443.28
2017-09-29,8444.62,8447.33
2017-10-02,8508.07,8536.31
2017-10-03,8570.49,8602.1
2017-10-04,8538.73,8526.51
2017-10-05,8546.08,8454.29
2017-10-06,8510.86,8509.89
2017-10-09,8441.99,8309.15
2017-10-10,8371.9,8298.37
2017-10-11,8303.45,8379.91
2017-10-12,8365.53,8404.61
2017-10-13,8357.41,8442.29
2017-10-16,8468.34,8510.77
2017-10-17,8476.62,8469.71
2017-10-18,8486.42,8460.68
2017-10-19,8440.37,8388.56
2017-10-20,8371.5,8353.49
2017-10-23,8328.77,8463.63
2017-10-24,8485.85,8346.26
2017-10-25,8445.12,8421.14
2017-10-26,8518.47,8549.07
2017-10-27,8549.0,8511.93
2017-10-30,8491.58,8529.01
2017-10-31,8484.44,8525.57
2017-11-01,8524.3,8436.65
2017-11-02,8404.06,8433.59
2017-11-03,8440.54,8457.1
2017-11-06,8429.53,8369.9
2017-11-07,8403.18,8328.17
2017-11-08,8301.53,8367.29
2017-11-09,8361.27,8373.46
2017-11-10,8334.04,8273.02
2017-11-13,8271.02,8246.4
2017-11-14,8230.34,8316.54
2017-11-15,8356.19,8295.07
2017-11-16,8299.41,8256.5
2017-11-17,8250.91,8251.22
2017-11-20,8291.16,8350.51
2017-11-21,8354.06,8426.31
2017-11-22,8410.89,8510.45
2017-11-23,8561.12,8426.31
2017-11-24,8451.93,8429.72
2017-11-27,8438.82,8389.77
2017-11-28,8334.95,8313.86
2017-11-29,8345.85,8427.47
2017-11-30,8448.4,8555.86
2017-12-01,8517.98,8486.0
2017-12-04,8414.74,8342.23
2017-12-05,8301.27,8272.52
2017-12-06,8275.73,8291.67
2017-12-07,8313.1,8321.94
2017-12-08,8318.66,8263.44
2017-12-11,8257.01,8289.65
2017-12-12,8254.16,8237.73
2017-12-13,8232.8,8142.98
2017-12-14,8266.97,8256.23
2017-12-15,8220.79,8240.43
2017-12-18,8183.62,8345.44
2017-12-19,8389.59,8348.68
2017-12-20,8324.38,8303.35
2017-12-21,8279.87,8367.88
2017-12-22,8331.63,8309.66
2017-12-25,8297.6,8371.67
2017-12-26,8368.36,8392.52
2017-12-27,8390.69,8423.22
2017-12-28,8441.09,8476.61
2017-12-29,8506.58,8495.83
2018-01-01,8469.78,8608.89
2018-01-02,8586.67,8621.4
2018-01-03,8604.13,8551.73
2018-01-04,8523.53,8569.56
2018-01-05,8594.45,8520.15
2018-01-08,8516.0,8600.56
2018-01-09,8676.37,8739.22
2018-01-10,8785.84,8773.53
2018-01-11,8730.89,8785.52
2018-01-12,8752.09,8764.99
2018-01-15,8761.88,8863.47
2018-01-16,8882.21,8796.18
2018-01-17,8776.89,8789.91
2018-01-18,8758.01,8710.43
2018-01-19,8683.43,8648.57
2018-01-22,8632.39,8713.96
2018-01-23,8707.55,8748.44
2018-01-24,8702.73,8700.0
2018-01-25,8717.3,8792.33
2018-01-26,8810.64,8768.54
2018-01-29,8775.27,8732.89
2018-01-30,8718.47,8701.28
2018-01-31,8650.09,8776.04
2018-02-01,8707.11,8757.98
2018-02-02,8787.04,8735.25
2018-02-05,8728.05,8679.41
2018-02-06,8689.48,8695.1
2018-02-07,8715.14,8703.21
2018-02-08,8740.75,8706.45
2018-02-09,8693.36,8725.76
2018-02-12,8714.7,8677.13
2018-02-13,8721.75,8681.52
2018-02-14,8740.28,8661.45
2018-02-15,8666.23,8611.88
2018-02-16,8616.42,8785.97
2018-02-19,8802.65,8624.36
2018-02-20,8625.59,8644.76
2018-02-21,8622.49,8364.1
2018-02-22,8398.75,8476.15
2018-02-23,8447.1,8369.76
